Preco_Seguro_x,Modelo_x,Ano_x,Categoria_x,Volume_Motor_x,Quilometragem_x,Cilindros_x,Cor_x,Airbag_x,Preco_Seguro_y,Modelo_y,Ano_y,Categoria_y,Volume_Motor_y,Quilometragem_y,Cilindros_y,Cor_y,Airbag_y
7840,TRANSIT,1997,MICROBUS,25,400000,4.0,BRANCO,2,7840,557,7,6,25,400000,4.0,4,2
8154,TRANSIT,2003,MICROBUS,20,190000,4.0,AZUL,2,8154,557,13,6,20,190000,4.0,1,2
10976,TRANSIT,1999,GOODS WAGON,25,137000,4.0,AZUL,2,10976,557,9,2,25,137000,4.0,1,2
10976,TRANSIT,2007,MICROBUS,22,170000,4.0,PRETO,2,10976,557,17,6,22,170000,4.0,10,2
12544,TRANSIT,1995,GOODS WAGON,25,207888,4.0,BRANCO,0,12544,557,5,2,25,207888,4.0,4,0
8467,TRANSIT,2001,MICROBUS,20,179000,4.0,AZUL,2,8467,557,11,6,20,179000,4.0,1,2
15681,TRANSIT,2004,GOODS WAGON,20,144000,4.0,BRANCO,0,15681,557,14,2,20,144000,4.0,4,0
12700,TRANSIT,2002,MICROBUS,24,250000,4.0,BRANCO,4,12700,557,12,6,24,250000,4.0,4,4
51746,TRANSIT,2014,MICROBUS,22,135000,4.0,BRANCO,2,51746,557,24,6,22,135000,4.0,4,2
17249,TRANSIT,2011,MICROBUS,22,160000,4.0,AMARELO,1,17249,557,21,6,22,160000,4.0,0,1
11917,TRANSIT,2011,MICROBUS,13,148000,4.0,BRANCO,8,11917,557,21,6,13,148000,4.0,4,8
14113,TRANSIT,1999,MICROBUS,25,136000,4.0,BRANCO,2,14113,557,9,6,25,136000,4.0,4,2
8781,TRANSIT,1995,MICROBUS,25,30000,4.0,VERMELHO ESCURO,2,8781,557,5,6,25,30000,4.0,15,2
16935,TRANSIT,2008,MICROBUS,22,182320,4.0,BRANCO,4,16935,557,18,6,22,182320,4.0,4,4
4391,TRANSIT,1992,MICROBUS,25,0,4.0,BRANCO,0,4391,557,2,6,25,0,4.0,4,0
10976,TRANSIT,1999,MICROBUS,25,241000,4.0,BRANCO,2,10976,557,9,6,25,241000,4.0,4,2
11604,TRANSIT,1998,MICROBUS,25,12345,4.0,BRANCO,2,11604,557,8,6,25,12345,4.0,4,2
7840,TRANSIT,1995,MICROBUS,25,500000,4.0,VERMELHO,2,7840,557,5,6,25,500000,4.0,14,2
5331,TRANSIT,1997,MICROBUS,25,396672,1.0,BRANCO,0,5331,557,7,6,25,396672,1.0,4,0
12800,TRANSIT,2001,MICROBUS,2,0,4.0,BRANCO,2,12800,557,11,6,2,0,4.0,4,2
23521,TRANSIT,1996,MICROBUS,25,123000,4.0,BRANCO,2,23521,557,6,6,25,123000,4.0,4,2
23521,TRANSIT,1996,MICROBUS,25,123000,4.0,BRANCO,2,23521,557,6,6,25,123000,4.0,4,2
14113,TRANSIT,1998,MICROBUS,25,222000,4.0,BRANCO,0,14113,557,8,6,25,222000,4.0,4,0
13000,TRANSIT,2000,MICROBUS,24,250000,4.0,BRANCO,1,13000,557,10,6,24,250000,4.0,4,1
21009,TRANSIT,2010,GOODS WAGON,24,198000,4.0,BRANCO,2,21009,557,20,2,24,198000,4.0,4,2
11604,TRANSIT,1998,MICROBUS,25,180000,4.0,VERMELHO,0,11604,557,8,6,25,180000,4.0,14,0
32929,TRANSIT,2005,MICROBUS,20,150000,4.0,AMARELO,2,32929,557,15,6,20,150000,4.0,0,2
13799,TRANSIT,1996,MICROBUS,25,210000,4.0,BRANCO,2,13799,557,6,6,25,210000,4.0,4,2
9000,TRANSIT,1992,MICROBUS,25,111111,2.0,VERMELHO ESCURO,1,9000,557,2,6,25,111111,2.0,15,1
21950,TRANSIT,2009,MICROBUS,24,133000,4.0,BRANCO,2,21950,557,19,6,24,133000,4.0,4,2
14740,TRANSIT,2008,MICROBUS,24,183000,6.0,VERMELHO,3,14740,557,18,6,24,183000,6.0,14,3
20385,TRANSIT,2007,MICROBUS,24,189000,4.0,PRATA,3,20385,557,17,6,24,189000,4.0,9,3
5000,TRANSIT,1990,MICROBUS,25,100000,4.0,VERMELHO,0,5000,557,0,6,25,100000,4.0,14,0
19130,TRANSIT,1998,GOODS WAGON,25,270000,4.0,BRANCO,8,19130,557,8,2,25,270000,4.0,4,8
14113,TRANSIT,2000,MICROBUS,25,200000,4.0,BRANCO,0,14113,557,10,6,25,200000,4.0,4,0
11917,TRANSIT,2000,MICROBUS,23,300000,4.0,AMARELO,0,11917,557,10,6,23,300000,4.0,0,0
15681,TRANSIT,2005,MICROBUS,24,176000,4.0,BRANCO,1,15681,557,15,6,24,176000,4.0,4,1
12544,TRANSIT,2003,MICROBUS,20,300000,4.0,AMARELO,1,12544,557,13,6,20,300000,4.0,0,1
3607,TRANSIT,1992,GOODS WAGON,25,1000,4.0,VERMELHO,1,3607,557,2,2,25,1000,4.0,14,1
10976,TRANSIT,1998,MICROBUS,25,325812,4.0,BRANCO,2,10976,557,8,6,25,325812,4.0,4,2
9252,TRANSIT,2005,GOODS WAGON,20,170000,4.0,BRANCO,4,9252,557,15,2,20,170000,4.0,4,4
20695,TRANSIT,2012,GOODS WAGON,22,272000,4.0,BRANCO,2,20695,557,22,2,22,272000,4.0,4,2
17249,TRANSIT,2007,MICROBUS,24,168000,4.0,AZUL,2,17249,557,17,6,24,168000,4.0,1,2
11917,TRANSIT,2005,MICROBUS,29,231000,4.0,BRANCO,2,11917,557,15,6,29,231000,4.0,4,2
9408,TRANSIT,1998,MICROBUS,25,326729,4.0,CINZA,2,9408,557,8,6,25,326729,4.0,5,2
17249,TRANSIT,2007,MICROBUS,24,165000,4.0,AZUL,2,17249,557,17,6,24,165000,4.0,1,2
16621,TRANSIT,2004,MICROBUS,24,180000,4.0,BRANCO,2,16621,557,14,6,24,180000,4.0,4,2
11917,TRANSIT,2008,UNIVERSAL,22,172323,4.0,BRANCO,2,11917,557,18,10,22,172323,4.0,4,2
10976,TRANSIT,1995,MICROBUS,25,200000,4.0,BRANCO,2,10976,557,5,6,25,200000,4.0,4,2
14113,TRANSIT,2010,MICROBUS,3,185000,6.0,VERDE,11,14113,557,20,6,3,185000,6.0,13,11
13485,TRANSIT,1997,GOODS WAGON,25,134080,4.0,AZUL,2,13485,557,7,2,25,134080,4.0,1,2
10976,TRANSIT,1997,MICROBUS,25,0,4.0,BRANCO,2,10976,557,7,6,25,0,4.0,4,2
23521,TRANSIT,2011,MICROBUS,22,122000,4.0,BRANCO,2,23521,557,21,6,22,122000,4.0,4,2
17876,TRANSIT,2008,MICROBUS,22,150000,4.0,PRATA,2,17876,557,18,6,22,150000,4.0,9,2
23834,TRANSIT,2009,MICROBUS,24,0,4.0,AMARELO,2,23834,557,19,6,24,0,4.0,0,2
14113,TRANSIT,2006,MICROBUS,22,123556,6.0,BEGE,0,14113,557,16,6,22,123556,6.0,3,0
15053,TRANSIT,1998,MICROBUS,25,300000,4.0,BRANCO,6,15053,557,8,6,25,300000,4.0,4,6
11917,TRANSIT,1998,MICROBUS,25,0,6.0,BRANCO,2,11917,557,8,6,25,0,6.0,4,2
18817,TRANSIT,1997,MICROBUS,20,204000,4.0,BRANCO,2,18817,557,7,6,20,204000,4.0,4,2
11604,TRANSIT,2002,MICROBUS,20,190000,4.0,PRATA,1,11604,557,12,6,20,190000,4.0,9,1
21639,TRANSIT,2008,MICROBUS,24,176890,4.0,AZUL,2,21639,557,18,6,24,176890,4.0,1,2
16308,TRANSIT,2011,MICROBUS,22,167000,4.0,BRANCO,2,16308,557,21,6,22,167000,4.0,4,2
19130,TRANSIT,2003,GOODS WAGON,25,144325,4.0,BRANCO,2,19130,557,13,2,25,144325,4.0,4,2
11290,TRANSIT,2004,MICROBUS,20,1000,4.0,BRANCO,2,11290,557,14,6,20,1000,4.0,4,2
10976,TRANSIT,2004,GOODS WAGON,20,245452,4.0,VERMELHO,4,10976,557,14,2,20,245452,4.0,14,4
14426,TRANSIT,2010,MICROBUS,22,155000,4.0,AMARELO,2,14426,557,20,6,22,155000,4.0,0,2
16308,TRANSIT,1995,GOODS WAGON,25,289200,4.0,BRANCO,0,16308,557,5,2,25,289200,4.0,4,0
9095,TRANSIT,1999,MICROBUS,25,11600,4.0,BRANCO,4,9095,557,9,6,25,11600,4.0,4,4
15681,TRANSIT,2007,MICROBUS,24,158000,4.0,BRANCO,2,15681,557,17,6,24,158000,4.0,4,2
10976,TRANSIT,2001,MICROBUS,20,230000,4.0,BRANCO,2,10976,557,11,6,20,230000,4.0,4,2
8781,TRANSIT,1997,MICROBUS,25,200000,4.0,CINZA,2,8781,557,7,6,25,200000,4.0,5,2
14113,TRANSIT,2000,MICROBUS,24,1000,4.0,BRANCO,2,14113,557,10,6,24,1000,4.0,4,2
10976,TRANSIT,2001,MICROBUS,24,171200,4.0,BRANCO,0,10976,557,11,6,24,171200,4.0,4,0
25089,TRANSIT,2008,MICROBUS,24,280000,4.0,BRANCO,4,25089,557,18,6,24,280000,4.0,4,4
9408,TRANSIT,1994,MICROBUS,25,100000,4.0,BRANCO,2,9408,557,4,6,25,100000,4.0,4,2
17562,TRANSIT,2002,MICROBUS,24,213990,4.0,BRANCO,2,17562,557,12,6,24,213990,4.0,4,2
11917,TRANSIT,1996,UNIVERSAL,25,254000,4.0,BRANCO,0,11917,557,6,10,25,254000,4.0,4,0
11604,TRANSIT,2008,MICROBUS,22,89775,4.0,VERMELHO,2,11604,557,18,6,22,89775,4.0,14,2
15524,TRANSIT,2008,MICROBUS,22,107000,4.0,AMARELO,4,15524,557,18,6,22,107000,4.0,0,4
17249,TRANSIT,1996,GOODS WAGON,25,230000,4.0,BRANCO,2,17249,557,6,2,25,230000,4.0,4,2
9722,TRANSIT,2003,MICROBUS,20,0,4.0,VERMELHO,2,9722,557,13,6,20,0,4.0,14,2
7840,TRANSIT,2003,MICROBUS,2,330000,4.0,BRANCO,0,7840,557,13,6,2,330000,4.0,4,0
12544,TRANSIT,2000,MICROBUS,24,0,4.0,BRANCO,2,12544,557,10,6,24,0,4.0,4,2
10976,TRANSIT,2008,GOODS WAGON,22,220000,4.0,AZUL,6,10976,557,18,2,22,220000,4.0,1,6
13172,TRANSIT,2003,GOODS WAGON,2,266000,4.0,PRATA,0,13172,557,13,2,2,266000,4.0,9,0
12231,TRANSIT,1999,MICROBUS,25,400000,4.0,AZUL,2,12231,557,9,6,25,400000,4.0,1,2
15681,TRANSIT,2014,MICROBUS,22,168000,4.0,BRANCO,0,15681,557,24,6,22,168000,4.0,4,0
13485,TRANSIT,2004,GOODS WAGON,20,132000,4.0,PRATA,1,13485,557,14,2,20,132000,4.0,9,1
16621,TRANSIT,2005,MICROBUS,24,350000,4.0,BRANCO,1,16621,557,15,6,24,350000,4.0,4,1
7840,TRANSIT,1996,MICROBUS,25,0,4.0,BRANCO,0,7840,557,6,6,25,0,4.0,4,0
2300,TRANSIT,2003,MICROBUS,24,13000,4.0,PRETO,4,2300,557,13,6,24,13000,4.0,10,4
20385,TRANSIT,2001,MICROBUS,24,240000,6.0,BRANCO,0,20385,557,11,6,24,240000,6.0,4,0
15524,TRANSIT,2008,MICROBUS,22,107000,4.0,AMARELO,4,15524,557,18,6,22,107000,4.0,0,4
11604,TRANSIT,2008,GOODS WAGON,22,156000,4.0,BRANCO,2,11604,557,18,2,22,156000,4.0,4,2
18817,TRANSIT,2008,MINIVAN,22,222000,4.0,BRANCO,2,18817,557,18,7,22,222000,4.0,4,2
11290,TRANSIT,2000,MICROBUS,25,111000,5.0,AZUL,2,11290,557,10,6,25,111000,5.0,1,2
5000,TRANSIT,1990,MICROBUS,25,10000,4.0,BRANCO,0,5000,557,0,6,25,10000,4.0,4,0
17249,TRANSIT,1998,MICROBUS,25,300000,4.0,BRANCO,4,17249,557,8,6,25,300000,4.0,4,4
6899,TRANSIT,2000,MICROBUS,25,193000,4.0,VERMELHO ESCURO,2,6899,557,10,6,25,193000,4.0,15,2
23521,TRANSIT,1996,MICROBUS,25,123000,4.0,BRANCO,2,23521,557,6,6,25,123000,4.0,4,2
12544,TRANSIT,2007,MICROBUS,22,100000,4.0,BRANCO,4,12544,557,17,6,22,100000,4.0,4,4
17249,TRANSIT,2009,MICROBUS,22,163077,4.0,VERMELHO,2,17249,557,19,6,22,163077,4.0,14,2
13172,TRANSIT,2007,MICROBUS,24,250000,4.0,BRANCO,0,13172,557,17,6,24,250000,4.0,4,0
14113,TRANSIT,2011,GOODS WAGON,22,165852,4.0,BRANCO,2,14113,557,21,2,22,165852,4.0,4,2
26971,TRANSIT,2010,MICROBUS,24,155000,4.0,BRANCO,2,26971,557,20,6,24,155000,4.0,4,2
3763,TRANSIT,1994,MICROBUS,25,11111,4.0,VERMELHO,0,3763,557,4,6,25,11111,4.0,14,0
17876,TRANSIT,2011,MICROBUS,22,133700,4.0,BRANCO,6,17876,557,21,6,22,133700,4.0,4,6
7840,TRANSIT,1996,MICROBUS,25,25000,1.0,AZUL,2,7840,557,6,6,25,25000,1.0,1,2
11604,TRANSIT,2001,MICROBUS,24,1000,4.0,BRANCO,2,11604,557,11,6,24,1000,4.0,4,2
23521,TRANSIT,1996,MICROBUS,25,123000,4.0,BRANCO,2,23521,557,6,6,25,123000,4.0,4,2
12544,TRANSIT,2001,MICROBUS,20,149000,4.0,PRETO,12,12544,557,11,6,20,149000,4.0,10,12
12000,TRANSIT,1998,MICROBUS,25,220000,4.0,VERMELHO ESCURO,2,12000,557,8,6,25,220000,4.0,15,2
13172,TRANSIT,2004,MICROBUS,2,180000,4.0,PRATA,2,13172,557,14,6,2,180000,4.0,9,2
10349,TRANSIT,1996,MICROBUS,25,335000,4.0,BRANCO,0,10349,557,6,6,25,335000,4.0,4,0
14426,TRANSIT,2004,GOODS WAGON,24,205000,4.0,BRANCO,2,14426,557,14,2,24,205000,4.0,4,2
31361,TRANSIT,2008,MICROBUS,24,137500,4.0,BRANCO,0,31361,557,18,6,24,137500,4.0,4,0
9722,TRANSIT,2004,MICROBUS,2,200000,4.0,BRANCO,0,9722,557,14,6,2,200000,4.0,4,0
15681,TRANSIT,2003,MICROBUS,24,250000,4.0,BRANCO,2,15681,557,13,6,24,250000,4.0,4,2
20385,TRANSIT,2007,MICROBUS,24,0,2.0,PRATA,0,20385,557,17,6,24,0,2.0,9,0
17249,TRANSIT,2008,MICROBUS,22,155126,4.0,AZUL,2,17249,557,18,6,22,155126,4.0,1,2
23521,TRANSIT,1996,MICROBUS,25,123000,4.0,BRANCO,2,23521,557,6,6,25,123000,4.0,4,2
12858,TRANSIT,2001,MICROBUS,24,210000,4.0,BRANCO,2,12858,557,11,6,24,210000,4.0,4,2
12231,TRANSIT,2004,MICROBUS,2,125000,4.0,AZUL,4,12231,557,14,6,2,125000,4.0,1,4
11604,TRANSIT,2002,GOODS WAGON,24,111111,4.0,BRANCO,2,11604,557,12,2,24,111111,4.0,4,2
15053,TRANSIT,1996,MICROBUS,25,188000,4.0,BRANCO,0,15053,557,6,6,25,188000,4.0,4,0
4000,TRANSIT,1991,MICROBUS,25,4911,4.0,LARANJA,1,4000,557,1,6,25,4911,4.0,7,1
10500,TRANSIT,1997,GOODS WAGON,25,11111,4.0,BRANCO,4,10500,557,7,2,25,11111,4.0,4,4
11290,TRANSIT,2000,GOODS WAGON,25,270000,4.0,LARANJA,1,11290,557,10,2,25,270000,4.0,7,1
21953,TRANSIT,1999,MICROBUS,25,430000,4.0,BRANCO,1,21953,557,9,6,25,430000,4.0,4,1
3000,VECTRA,1997,GOODS WAGON,16,350000,4.0,BRANCO,4,3000,572,7,2,16,350000,4.0,4,4
4704,VECTRA,1995,SEDAN,18,0,4.0,VERDE,4,4704,572,5,9,18,0,4.0,13,4
4547,VECTRA,1997,SEDAN,16,15000,4.0,BEGE,2,4547,572,7,9,16,15000,4.0,3,2
3450,VECTRA,1995,SEDAN,2,0,4.0,BRANCO,2,3450,572,5,9,2,0,4.0,4,2
5645,VECTRA,1997,UNIVERSAL,2,200000,4.0,BRANCO,4,5645,572,7,10,2,200000,4.0,4,4
6586,VECTRA,1999,SEDAN,18,0,4.0,PRATA,6,6586,572,9,9,18,0,4.0,9,6
7527,VECTRA,2004,GOODS WAGON,22,156000,4.0,AZUL,2,7527,572,14,2,22,156000,4.0,1,2
8154,VECTRA,1999,SEDAN,16,266342,4.0,VERDE,2,8154,572,9,9,16,266342,4.0,13,2
4500,VECTRA,1998,SEDAN,16,214000,4.0,MARROM,4,4500,572,8,9,16,214000,4.0,8,4
4234,VECTRA,1997,SEDAN,2,0,4.0,AZUL,2,4234,572,7,9,2,0,4.0,1,2
4547,VECTRA,1996,SEDAN,16,157000,4.0,AZUL,0,4547,572,6,9,16,157000,4.0,1,0
4861,VECTRA,1996,SEDAN,18,319000,4.0,DOURADO,2,4861,572,6,9,18,319000,4.0,6,2
5959,VECTRA,2000,JEEP,18,210000,6.0,PRETO,0,5959,572,10,4,18,210000,6.0,10,0
6586,VECTRA,1998,SEDAN,16,195256,4.0,AZUL,4,6586,572,8,9,16,195256,4.0,1,4
8781,VECTRA,2003,SEDAN,3,199000,6.0,CINZA,16,8781,572,13,9,3,199000,6.0,5,16
4391,VECTRA,1996,SEDAN,18,442000,4.0,AZUL,4,4391,572,6,9,18,442000,4.0,1,4
2600,VECTRA,1993,SEDAN,17,0,4.0,CINZA,0,2600,572,3,9,17,0,4.0,5,0
3800,VECTRA,1994,SEDAN,16,270000,4.0,VERMELHO,2,3800,572,4,9,16,270000,4.0,14,2
5018,VECTRA,1998,SEDAN,16,277545,4.0,VERMELHO,4,5018,572,8,9,16,277545,4.0,14,4
3500,VECTRA,1996,SEDAN,2,23000,4.0,VERDE,3,3500,572,6,9,2,23000,4.0,13,3
5645,VECTRA,1998,SEDAN,16,3500,4.0,AZUL,6,5645,572,8,9,16,3500,4.0,1,6
8467,VECTRA,2000,SEDAN,18,245000,4.0,VERDE,4,8467,572,10,9,18,245000,4.0,13,4
10663,VECTRA,2000,SEDAN,2,203000,4.0,PRATA,4,10663,572,10,9,2,203000,4.0,9,4
4391,VECTRA,1998,SEDAN,16,30000,4.0,BRANCO,2,4391,572,8,9,16,30000,4.0,4,2
4077,VECTRA,1997,SEDAN,16,0,4.0,VERMELHO ESCURO,2,4077,572,7,9,16,0,4.0,15,2
3136,VECTRA,1994,SEDAN,2,2697,4.0,VERDE,2,3136,572,4,9,2,2697,4.0,13,2
6272,VECTRA,1998,SEDAN,16,21000,4.0,PRATA,4,6272,572,8,9,16,21000,4.0,9,4
4704,VECTRA,1997,SEDAN,18,585000,4.0,PRATA,2,4704,572,7,9,18,585000,4.0,9,2
1568,VECTRA,1994,HATCHBACK,16,100000,4.0,VERMELHO ESCURO,2,1568,572,4,3,16,100000,4.0,15,2
3500,VECTRA,1998,SEDAN,2,0,4.0,VERDE,2,3500,572,8,9,2,0,4.0,13,2
5959,VECTRA,1999,GOODS WAGON,18,200000,4.0,PRATA,4,5959,572,9,2,18,200000,4.0,9,4
3763,VECTRA,1997,GOODS WAGON,16,111111,4.0,CINZA,2,3763,572,7,2,16,111111,4.0,5,2
4200,VECTRA,1997,SEDAN,16,6666,4.0,DOURADO,4,4200,572,7,9,16,6666,4.0,6,4
6115,VECTRA,2000,SEDAN,18,240000,4.0,PRETO,6,6115,572,10,9,18,240000,4.0,10,6
5331,VECTRA,1997,HATCHBACK,16,2000,4.0,PRATA,4,5331,572,7,3,16,2000,4.0,9,4
6586,VECTRA,1999,GOODS WAGON,16,22000,4.0,PRATA,6,6586,572,9,2,16,22000,4.0,9,6
2822,VECTRA,1993,SEDAN,2,111111,4.0,VERDE,2,2822,572,3,9,2,111111,4.0,13,2
4704,VECTRA,1999,SEDAN,2,0,4.0,AZUL,4,4704,572,9,9,2,0,4.0,1,4
3607,VECTRA,1997,SEDAN,16,70000,4.0,AZUL,2,3607,572,7,9,16,70000,4.0,1,2
4547,VECTRA,1996,SEDAN,16,25000,4.0,AZUL,2,4547,572,6,9,16,25000,4.0,1,2
5018,VECTRA,1995,HATCHBACK,2,300000,4.0,VERMELHO ESCURO,2,5018,572,5,3,2,300000,4.0,15,2
4704,VECTRA,1996,SEDAN,16,11000,4.0,CINZA,1,4704,572,6,9,16,11000,4.0,5,1
6899,VECTRA,2000,UNIVERSAL,16,13000,4.0,DOURADO,0,6899,572,10,10,16,13000,4.0,6,0
7840,VECTRA,2000,UNIVERSAL,18,217500,4.0,PRATA,4,7840,572,10,10,18,217500,4.0,9,4
3450,VECTRA,1996,SEDAN,2,0,4.0,VERDE,4,3450,572,6,9,2,0,4.0,13,4
6899,VECTRA,1998,SEDAN,16,232286,4.0,AZUL,2,6899,572,8,9,16,232286,4.0,1,2
2500,VECTRA,1993,SEDAN,16,1000,4.0,AZUL,4,2500,572,3,9,16,1000,4.0,1,4
2650,VECTRA,1995,SEDAN,18,284018,4.0,CINZA,2,2650,572,5,9,18,284018,4.0,5,2
3400,VECTRA,1991,SEDAN,2,362000,4.0,CINZA,4,3400,572,1,9,2,362000,4.0,5,4
3763,VECTRA,1995,HATCHBACK,18,245000,4.0,VERDE,2,3763,572,5,3,18,245000,4.0,13,2
2979,VECTRA,1995,SEDAN,2,0,4.0,AZUL,0,2979,572,5,9,2,0,4.0,1,0
4704,VECTRA,2001,SEDAN,22,175000,4.0,VERDE,4,4704,572,11,9,22,175000,4.0,13,4
4500,VECTRA,1997,HATCHBACK,18,13425,4.0,AZUL,4,4500,572,7,3,18,13425,4.0,1,4
4391,VECTRA,1999,HATCHBACK,18,180000,4.0,PRATA,4,4391,572,9,3,18,180000,4.0,9,4
3450,VECTRA,1996,SEDAN,16,1234,4.0,PRATA,2,3450,572,6,9,16,1234,4.0,9,2
7840,VECTRA,2000,HATCHBACK,18,268000,4.0,PRATA,4,7840,572,10,3,18,268000,4.0,9,4
3920,VECTRA,1998,SEDAN,18,250000,4.0,BRANCO,4,3920,572,8,9,18,250000,4.0,4,4
10976,VECTRA,2007,UNIVERSAL,19,128000,4.0,CINZA,6,10976,572,17,10,19,128000,4.0,5,6
2200,VECTRA,1992,SEDAN,2,300000,4.0,VERMELHO ESCURO,4,2200,572,2,9,2,300000,4.0,15,4
5018,VECTRA,1998,SEDAN,16,300000,4.0,AZUL,4,5018,572,8,9,16,300000,4.0,1,4
7683,ELANTRA,2016,SEDAN,18,121840,4.0,AZUL,12,7683,230,26,9,18,121840,4.0,1,12
28382,ELANTRA,2016,SEDAN,18,54317,4.0,BRANCO,4,28382,230,26,9,18,54317,4.0,4,4
18826,ELANTRA,2012,SEDAN,16,112645,4.0,PRATA,4,18826,230,22,9,16,112645,4.0,9,4
14454,ELANTRA,2011,SEDAN,16,158787,4.0,PRATA,4,14454,230,21,9,16,158787,4.0,9,4
19121,ELANTRA,2012,SEDAN,16,103490,4.0,PRATA,4,19121,230,22,9,16,103490,4.0,9,4
19121,ELANTRA,2012,SEDAN,16,121362,4.0,PRETO,4,19121,230,22,9,16,121362,4.0,10,4
27284,ELANTRA,2016,SEDAN,2,105394,4.0,PRETO,12,27284,230,26,9,2,105394,4.0,10,12
17158,ELANTRA,2010,SEDAN,16,122740,4.0,BRANCO,4,17158,230,20,9,16,122740,4.0,4,4
20005,ELANTRA,2012,SEDAN,16,104997,4.0,BRANCO,4,20005,230,22,9,16,104997,4.0,4,4
14000,ELANTRA,2013,SEDAN,18,50000,4.0,CINZA,10,14000,230,23,9,18,50000,4.0,5,10
28909,ELANTRA,2017,SEDAN,16,98000,4.0,BRANCO,4,28909,230,27,9,16,98000,4.0,4,4
18208,ELANTRA,2012,SEDAN,16,95665,4.0,CINZA,4,18208,230,22,9,16,95665,4.0,5,4
36426,ELANTRA,2018,SEDAN,16,35643,4.0,BRANCO,4,36426,230,28,9,16,35643,4.0,4,4
12231,ELANTRA,2013,COUPE,18,77000,6.0,BEGE,0,12231,230,23,1,18,77000,6.0,3,0
4704,ELANTRA,2007,SEDAN,16,54279,4.0,PRATA,4,4704,230,17,9,16,54279,4.0,9,4
25591,ELANTRA,2014,SEDAN,16,140000,4.0,BRANCO,4,25591,230,24,9,16,140000,4.0,4,4
18817,ELANTRA,2015,SEDAN,18,85000,4.0,PRETO,12,18817,230,25,9,18,85000,4.0,10,12
20005,ELANTRA,2012,SEDAN,16,147718,4.0,PRATA,4,20005,230,22,9,16,147718,4.0,9,4
21730,ELANTRA,2017,SEDAN,16,32510,4.0,AZUL,4,21730,230,27,9,16,32510,4.0,1,4
17249,ELANTRA,2013,SEDAN,18,64800,4.0,PRETO,12,17249,230,23,9,18,64800,4.0,10,12
28830,ELANTRA,2015,SEDAN,16,68243,4.0,PRATA,4,28830,230,25,9,16,68243,4.0,9,4
11917,ELANTRA,2013,SEDAN,16,31691,4.0,BRANCO,4,11917,230,23,9,16,31691,4.0,4,4
1725,ELANTRA,2014,SEDAN,18,107155,4.0,PRETO,12,1725,230,24,9,18,107155,4.0,10,12
18189,ELANTRA,2012,SEDAN,18,136000,4.0,PRETO,8,18189,230,22,9,18,136000,4.0,10,8
27654,ELANTRA,2015,SEDAN,16,87534,4.0,CINZA,4,27654,230,25,9,16,87534,4.0,5,4
11563,ELANTRA,2010,SEDAN,16,130814,4.0,PRATA,4,11563,230,20,9,16,130814,4.0,9,4
17876,ELANTRA,2013,SEDAN,16,84800,4.0,PRATA,8,17876,230,23,9,16,84800,4.0,9,8
2666,ELANTRA,2013,COUPE,18,89962,4.0,AZUL,12,2666,230,23,1,18,89962,4.0,1,12
20005,ELANTRA,2012,SEDAN,16,36239,4.0,CINZA,4,20005,230,22,9,16,36239,4.0,5,4
18503,ELANTRA,2013,SEDAN,18,117000,4.0,CINZA,8,18503,230,23,9,18,117000,4.0,5,8
5488,ELANTRA,2019,SEDAN,2,29496,4.0,PRETO,12,5488,230,29,9,2,29496,4.0,10,12
14426,ELANTRA,2011,SEDAN,18,195200,4.0,BRANCO,12,14426,230,21,9,18,195200,4.0,4,12
21953,ELANTRA,2016,SEDAN,18,77600,4.0,BRANCO,12,21953,230,26,9,18,77600,4.0,4,12
12287,ELANTRA,2007,SEDAN,16,39079,4.0,PRATA,4,12287,230,17,9,16,39079,4.0,9,4
2509,ELANTRA,2013,HATCHBACK,18,279182,4.0,VERMELHO,12,2509,230,23,3,18,279182,4.0,14,12
19864,ELANTRA,2015,SEDAN,16,52313,4.0,BRANCO,4,19864,230,25,9,16,52313,4.0,4,4
17249,ELANTRA,2015,SEDAN,18,84291,4.0,PRETO,0,17249,230,25,9,18,84291,4.0,10,0
25083,ELANTRA,2016,SEDAN,16,133200,4.0,BRANCO,4,25083,230,26,9,16,133200,4.0,4,4
18817,ELANTRA,2011,SEDAN,16,60000,4.0,BRANCO,8,18817,230,21,9,16,60000,4.0,4,8
30596,ELANTRA,2016,SEDAN,16,71672,4.0,BRANCO,4,30596,230,26,9,16,71672,4.0,4,4
28241,ELANTRA,2013,SEDAN,16,50015,4.0,AZUL,4,28241,230,23,9,16,50015,4.0,1,4
27356,ELANTRA,2014,SEDAN,16,90000,4.0,PRETO,4,27356,230,24,9,16,90000,4.0,10,4
19757,ELANTRA,2016,SEDAN,18,113600,4.0,CINZA,6,19757,230,26,9,18,113600,4.0,5,6
20266,ELANTRA,2012,SEDAN,16,160156,4.0,BRANCO,4,20266,230,22,9,16,160156,4.0,4,4
11274,ELANTRA,2010,SEDAN,16,198425,4.0,PRATA,4,11274,230,20,9,16,198425,4.0,9,4
28532,ELANTRA,2016,SEDAN,16,94401,4.0,BRANCO,4,28532,230,26,9,16,94401,4.0,4,4
10986,ELANTRA,2007,SEDAN,16,129080,4.0,PRATA,4,10986,230,17,9,16,129080,4.0,9,4
19974,ELANTRA,2012,SEDAN,16,144757,4.0,CINZA,4,19974,230,22,9,16,144757,4.0,5,4
