Preco_Seguro,Modelo,Ano,Categoria,Volume_Motor,Quilometragem,Cilindros,Cor,Airbag
14113,TRANSIT,2011,GOODS WAGON,22,165852,4.0,BRANCO,2
26971,TRANSIT,2010,MICROBUS,24,155000,4.0,BRANCO,2
3763,TRANSIT,1994,MICROBUS,25,11111,4.0,VERMELHO,0
17876,TRANSIT,2011,MICROBUS,22,133700,4.0,BRANCO,6
7840,TRANSIT,1996,MICROBUS,25,25000,1.0,AZUL,2
11604,TRANSIT,2001,MICROBUS,24,1000,4.0,BRANCO,2
23521,TRANSIT,1996,MICROBUS,25,123000,4.0,BRANCO,2
12544,TRANSIT,2001,MICROBUS,20,149000,4.0,PRETO,12
12000,TRANSIT,1998,MICROBUS,25,220000,4.0,VERMELHO ESCURO,2
13172,TRANSIT,2004,MICROBUS,2,180000,4.0,PRATA,2
10349,TRANSIT,1996,MICROBUS,25,335000,4.0,BRANCO,0
14426,TRANSIT,2004,GOODS WAGON,24,205000,4.0,BRANCO,2
31361,TRANSIT,2008,MICROBUS,24,137500,4.0,BRANCO,0
9722,TRANSIT,2004,MICROBUS,2,200000,4.0,BRANCO,0
15681,TRANSIT,2003,MICROBUS,24,250000,4.0,BRANCO,2
20385,TRANSIT,2007,MICROBUS,24,0,2.0,PRATA,0
17249,TRANSIT,2008,MICROBUS,22,155126,4.0,AZUL,2
23521,TRANSIT,1996,MICROBUS,25,123000,4.0,BRANCO,2
12858,TRANSIT,2001,MICROBUS,24,210000,4.0,BRANCO,2
12231,TRANSIT,2004,MICROBUS,2,125000,4.0,AZUL,4
11604,TRANSIT,2002,GOODS WAGON,24,111111,4.0,BRANCO,2
15053,TRANSIT,1996,MICROBUS,25,188000,4.0,BRANCO,0
4000,TRANSIT,1991,MICROBUS,25,4911,4.0,LARANJA,1
10500,TRANSIT,1997,GOODS WAGON,25,11111,4.0,BRANCO,4
11290,TRANSIT,2000,GOODS WAGON,25,270000,4.0,LARANJA,1
21953,TRANSIT,1999,MICROBUS,25,430000,4.0,BRANCO,1
3000,VECTRA,1997,GOODS WAGON,16,350000,4.0,BRANCO,4
4704,VECTRA,1995,SEDAN,18,0,4.0,VERDE,4
4547,VECTRA,1997,SEDAN,16,15000,4.0,BEGE,2
3450,VECTRA,1995,SEDAN,2,0,4.0,BRANCO,2
5645,VECTRA,1997,UNIVERSAL,2,200000,4.0,BRANCO,4
6586,VECTRA,1999,SEDAN,18,0,4.0,PRATA,6
7527,VECTRA,2004,GOODS WAGON,22,156000,4.0,AZUL,2
8154,VECTRA,1999,SEDAN,16,266342,4.0,VERDE,2
4500,VECTRA,1998,SEDAN,16,214000,4.0,MARROM,4
4234,VECTRA,1997,SEDAN,2,0,4.0,AZUL,2
4547,VECTRA,1996,SEDAN,16,157000,4.0,AZUL,0
4861,VECTRA,1996,SEDAN,18,319000,4.0,DOURADO,2
5959,VECTRA,2000,JEEP,18,210000,6.0,PRETO,0
6586,VECTRA,1998,SEDAN,16,195256,4.0,AZUL,4
8781,VECTRA,2003,SEDAN,3,199000,6.0,CINZA,16
4391,VECTRA,1996,SEDAN,18,442000,4.0,AZUL,4
2600,VECTRA,1993,SEDAN,17,0,4.0,CINZA,0
3800,VECTRA,1994,SEDAN,16,270000,4.0,VERMELHO,2
5018,VECTRA,1998,SEDAN,16,277545,4.0,VERMELHO,4
3500,VECTRA,1996,SEDAN,2,23000,4.0,VERDE,3
5645,VECTRA,1998,SEDAN,16,3500,4.0,AZUL,6
8467,VECTRA,2000,SEDAN,18,245000,4.0,VERDE,4
10663,VECTRA,2000,SEDAN,2,203000,4.0,PRATA,4
4391,VECTRA,1998,SEDAN,16,30000,4.0,BRANCO,2
4077,VECTRA,1997,SEDAN,16,0,4.0,VERMELHO ESCURO,2
3136,VECTRA,1994,SEDAN,2,2697,4.0,VERDE,2
6272,VECTRA,1998,SEDAN,16,21000,4.0,PRATA,4
4704,VECTRA,1997,SEDAN,18,585000,4.0,PRATA,2
1568,VECTRA,1994,HATCHBACK,16,100000,4.0,VERMELHO ESCURO,2
3500,VECTRA,1998,SEDAN,2,0,4.0,VERDE,2
5959,VECTRA,1999,GOODS WAGON,18,200000,4.0,PRATA,4
3763,VECTRA,1997,GOODS WAGON,16,111111,4.0,CINZA,2
4200,VECTRA,1997,SEDAN,16,6666,4.0,DOURADO,4
6115,VECTRA,2000,SEDAN,18,240000,4.0,PRETO,6
5331,VECTRA,1997,HATCHBACK,16,2000,4.0,PRATA,4
6586,VECTRA,1999,GOODS WAGON,16,22000,4.0,PRATA,6
2822,VECTRA,1993,SEDAN,2,111111,4.0,VERDE,2
4704,VECTRA,1999,SEDAN,2,0,4.0,AZUL,4
3607,VECTRA,1997,SEDAN,16,70000,4.0,AZUL,2
4547,VECTRA,1996,SEDAN,16,25000,4.0,AZUL,2
5018,VECTRA,1995,HATCHBACK,2,300000,4.0,VERMELHO ESCURO,2
4704,VECTRA,1996,SEDAN,16,11000,4.0,CINZA,1
6899,VECTRA,2000,UNIVERSAL,16,13000,4.0,DOURADO,0
7840,VECTRA,2000,UNIVERSAL,18,217500,4.0,PRATA,4
3450,VECTRA,1996,SEDAN,2,0,4.0,VERDE,4
6899,VECTRA,1998,SEDAN,16,232286,4.0,AZUL,2
2500,VECTRA,1993,SEDAN,16,1000,4.0,AZUL,4
2650,VECTRA,1995,SEDAN,18,284018,4.0,CINZA,2
3400,VECTRA,1991,SEDAN,2,362000,4.0,CINZA,4
3763,VECTRA,1995,HATCHBACK,18,245000,4.0,VERDE,2
2979,VECTRA,1995,SEDAN,2,0,4.0,AZUL,0
4704,VECTRA,2001,SEDAN,22,175000,4.0,VERDE,4
4500,VECTRA,1997,HATCHBACK,18,13425,4.0,AZUL,4
4391,VECTRA,1999,HATCHBACK,18,180000,4.0,PRATA,4
3450,VECTRA,1996,SEDAN,16,1234,4.0,PRATA,2
7840,VECTRA,2000,HATCHBACK,18,268000,4.0,PRATA,4
3920,VECTRA,1998,SEDAN,18,250000,4.0,BRANCO,4
10976,VECTRA,2007,UNIVERSAL,19,128000,4.0,CINZA,6
2200,VECTRA,1992,SEDAN,2,300000,4.0,VERMELHO ESCURO,4
5018,VECTRA,1998,SEDAN,16,300000,4.0,AZUL,4
7683,ELANTRA,2016,SEDAN,18,121840,4.0,AZUL,12
28382,ELANTRA,2016,SEDAN,18,54317,4.0,BRANCO,4
18826,ELANTRA,2012,SEDAN,16,112645,4.0,PRATA,4
14454,ELANTRA,2011,SEDAN,16,158787,4.0,PRATA,4
19121,ELANTRA,2012,SEDAN,16,103490,4.0,PRATA,4
19121,ELANTRA,2012,SEDAN,16,121362,4.0,PRETO,4
27284,ELANTRA,2016,SEDAN,2,105394,4.0,PRETO,12
17158,ELANTRA,2010,SEDAN,16,122740,4.0,BRANCO,4
20005,ELANTRA,2012,SEDAN,16,104997,4.0,BRANCO,4
14000,ELANTRA,2013,SEDAN,18,50000,4.0,CINZA,10
28909,ELANTRA,2017,SEDAN,16,98000,4.0,BRANCO,4
18208,ELANTRA,2012,SEDAN,16,95665,4.0,CINZA,4
36426,ELANTRA,2018,SEDAN,16,35643,4.0,BRANCO,4
12231,ELANTRA,2013,COUPE,18,77000,6.0,BEGE,0
4704,ELANTRA,2007,SEDAN,16,54279,4.0,PRATA,4
25591,ELANTRA,2014,SEDAN,16,140000,4.0,BRANCO,4
18817,ELANTRA,2015,SEDAN,18,85000,4.0,PRETO,12
20005,ELANTRA,2012,SEDAN,16,147718,4.0,PRATA,4
21730,ELANTRA,2017,SEDAN,16,32510,4.0,AZUL,4
17249,ELANTRA,2013,SEDAN,18,64800,4.0,PRETO,12
28830,ELANTRA,2015,SEDAN,16,68243,4.0,PRATA,4
11917,ELANTRA,2013,SEDAN,16,31691,4.0,BRANCO,4
1725,ELANTRA,2014,SEDAN,18,107155,4.0,PRETO,12
18189,ELANTRA,2012,SEDAN,18,136000,4.0,PRETO,8
27654,ELANTRA,2015,SEDAN,16,87534,4.0,CINZA,4
11563,ELANTRA,2010,SEDAN,16,130814,4.0,PRATA,4
17876,ELANTRA,2013,SEDAN,16,84800,4.0,PRATA,8
2666,ELANTRA,2013,COUPE,18,89962,4.0,AZUL,12
20005,ELANTRA,2012,SEDAN,16,36239,4.0,CINZA,4
18503,ELANTRA,2013,SEDAN,18,117000,4.0,CINZA,8
5488,ELANTRA,2019,SEDAN,2,29496,4.0,PRETO,12
14426,ELANTRA,2011,SEDAN,18,195200,4.0,BRANCO,12
21953,ELANTRA,2016,SEDAN,18,77600,4.0,BRANCO,12
12287,ELANTRA,2007,SEDAN,16,39079,4.0,PRATA,4
2509,ELANTRA,2013,HATCHBACK,18,279182,4.0,VERMELHO,12
19864,ELANTRA,2015,SEDAN,16,52313,4.0,BRANCO,4
17249,ELANTRA,2015,SEDAN,18,84291,4.0,PRETO,0
25083,ELANTRA,2016,SEDAN,16,133200,4.0,BRANCO,4
18817,ELANTRA,2011,SEDAN,16,60000,4.0,BRANCO,8
30596,ELANTRA,2016,SEDAN,16,71672,4.0,BRANCO,4
28241,ELANTRA,2013,SEDAN,16,50015,4.0,AZUL,4
27356,ELANTRA,2014,SEDAN,16,90000,4.0,PRETO,4
19757,ELANTRA,2016,SEDAN,18,113600,4.0,CINZA,6
20266,ELANTRA,2012,SEDAN,16,160156,4.0,BRANCO,4
11274,ELANTRA,2010,SEDAN,16,198425,4.0,PRATA,4
28532,ELANTRA,2016,SEDAN,16,94401,4.0,BRANCO,4
10986,ELANTRA,2007,SEDAN,16,129080,4.0,PRATA,4
19974,ELANTRA,2012,SEDAN,16,144757,4.0,CINZA,4
15681,ELANTRA,2012,SEDAN,18,111104,4.0,PRATA,0
18776,ELANTRA,2015,SEDAN,16,51895,4.0,PRATA,4
19121,ELANTRA,2011,SEDAN,16,132742,4.0,PRATA,4
13015,ELANTRA,2013,SEDAN,18,78024,4.0,CINZA,6
18531,ELANTRA,2011,SEDAN,16,89323,4.0,PRATA,4
18503,ELANTRA,2016,SEDAN,16,31006,4.0,BRANCO,4
4547,ELANTRA,2017,SEDAN,2,115974,4.0,BRANCO,12
14113,ELANTRA,2014,SEDAN,18,176000,4.0,DOURADO,6
11133,ELANTRA,2018,SEDAN,2,40122,4.0,CINZA,12
37066,ELANTRA,2018,SEDAN,16,20388,4.0,BRANCO,4
29793,ELANTRA,2019,SEDAN,2,33693,4.0,PRATA,12
34406,ELANTRA,2018,SEDAN,16,36470,4.0,CINZA,4
16935,ELANTRA,2012,SEDAN,18,108000,4.0,PRATA,8
16621,ELANTRA,2015,SEDAN,16,135378,4.0,BRANCO,4
30740,ELANTRA,2017,SEDAN,16,88400,4.0,BRANCO,4
14166,ELANTRA,2012,SEDAN,16,170713,4.0,BRANCO,4
12140,ELANTRA,2007,SEDAN,16,176869,4.0,PRATA,4
20005,ELANTRA,2011,SEDAN,16,115934,4.0,PRETO,4
11917,ELANTRA,2012,SEDAN,16,130658,4.0,BRANCO,4
20071,ELANTRA,2016,SEDAN,16,27477,4.0,CINZA,4
14740,ELANTRA,2012,SEDAN,18,87000,4.0,PRATA,8
1254,ELANTRA,2013,HATCHBACK,18,93650,4.0,AZUL,12
16621,ELANTRA,2015,SEDAN,16,135378,4.0,BRANCO,4
2979,ELANTRA,2018,SEDAN,2,63195,4.0,PRETO,12
12074,ELANTRA,2013,SEDAN,18,80699,4.0,PRETO,0
7683,ELANTRA,2016,SEDAN,18,121840,4.0,AZUL,12
13178,ELANTRA,2010,SEDAN,16,86660,4.0,PRATA,4
16308,ELANTRA,2013,SEDAN,18,50545,4.0,CINZA,8
16599,ELANTRA,2012,SEDAN,16,125581,4.0,PRATA,4
18826,ELANTRA,2014,SEDAN,16,111232,4.0,BRANCO,4
18503,ELANTRA,2016,SEDAN,16,29864,4.0,PRATA,4
2195,ELANTRA,2011,JEEP,18,308501,4.0,AZUL,12
18817,ELANTRA,2015,SEDAN,18,56000,4.0,AZUL,10
10406,ELANTRA,2010,SEDAN,16,100963,4.0,PRATA,4
17942,ELANTRA,2013,SEDAN,16,196448,4.0,PRETO,4
29094,ELANTRA,2016,SEDAN,16,54500,4.0,AZUL,4
15100,ELANTRA,2010,SEDAN,16,98578,4.0,PRATA,4
16894,ELANTRA,2013,SEDAN,16,131411,4.0,BRANCO,4
11917,ELANTRA,2014,HATCHBACK,2,124226,4.0,PRATA,0
18240,ELANTRA,2014,SEDAN,16,206344,4.0,PRATA,4
3293,ELANTRA,2013,SEDAN,18,121029,4.0,PRATA,12
17249,ELANTRA,2015,SEDAN,18,88830,4.0,PRATA,0
20526,ELANTRA,2015,SEDAN,16,75000,4.0,BRANCO,4
21395,ELANTRA,2016,SEDAN,16,144889,4.0,BRANCO,4
20266,ELANTRA,2011,SEDAN,16,94910,4.0,PRATA,4
20266,ELANTRA,2011,SEDAN,16,125062,4.0,PRETO,4
18531,ELANTRA,2010,SEDAN,16,111280,4.0,BRANCO,4
27654,ELANTRA,2015,SEDAN,16,109000,4.0,BRANCO,4
32929,ELANTRA,2018,SEDAN,16,54865,4.0,CINZA,4
15624,ELANTRA,2014,SEDAN,16,164649,4.0,CINZA,4
11917,ELANTRA,2013,SEDAN,16,31691,4.0,BRANCO,4
30931,ELANTRA,2018,SEDAN,16,35798,4.0,BRANCO,4
36401,ELANTRA,2018,SEDAN,16,71551,4.0,CINZA,4
19416,ELANTRA,2013,SEDAN,16,186234,4.0,PRATA,4
25591,ELANTRA,2014,SEDAN,16,120000,4.0,PRATA,4
3293,ELANTRA,2017,SEDAN,2,137997,4.0,AZUL,12
18189,ELANTRA,2012,SEDAN,18,121918,4.0,CINZA,2
19416,ELANTRA,2012,SEDAN,16,79534,4.0,CINZA,4
23129,ELANTRA,2016,SEDAN,16,87973,4.0,CINZA,4
13485,ELANTRA,2013,SEDAN,18,17000,4.0,PRETO,4
15624,ELANTRA,2014,SEDAN,16,164649,4.0,CINZA,4
27598,ELANTRA,2017,SEDAN,2,83200,4.0,PRATA,6
11864,ELANTRA,2010,SEDAN,16,118698,4.0,PRATA,4
36137,ELANTRA,2018,SEDAN,16,47181,4.0,PRATA,4
16894,ELANTRA,2011,SEDAN,16,104090,4.0,BRANCO,4
15681,ELANTRA,2013,SEDAN,18,120000,4.0,AZUL,14
18346,ELANTRA,2015,SEDAN,16,31891,4.0,CINZA,4
11102,ELANTRA,2009,SEDAN,16,186434,4.0,PRATA,4
11604,ELANTRA,2011,SEDAN,16,51211,4.0,PRETO,4
14454,ELANTRA,2011,SEDAN,16,127500,4.0,BRANCO,4
3763,ELANTRA,2014,SEDAN,18,110685,4.0,BRANCO,12
10976,ELANTRA,2014,SEDAN,16,75000,4.0,PRATA,4
27946,ELANTRA,2014,SEDAN,16,102152,4.0,BRANCO,4
26475,ELANTRA,2012,SEDAN,16,75876,4.0,CINZA,4
27924,ELANTRA,2018,SEDAN,16,53000,4.0,BRANCO,4
15612,ELANTRA,2010,SEDAN,16,138425,4.0,BRANCO,4
1646,ELANTRA,2010,SEDAN,2,172003,4.0,AZUL,12
19121,ELANTRA,2011,SEDAN,16,132742,4.0,PRATA,4
17876,ELANTRA,2014,HATCHBACK,18,68800,8.0,VERMELHO,8
18240,ELANTRA,2011,SEDAN,16,161518,4.0,BRANCO,4
37066,ELANTRA,2018,SEDAN,16,20388,4.0,BRANCO,4
1568,ELANTRA,2018,SEDAN,2,61795,4.0,AZUL,12
17876,ELANTRA,2011,SEDAN,18,68771,4.0,PRETO,12
13771,ELANTRA,2009,SEDAN,16,143091,4.0,PRATA,4
23678,ELANTRA,2017,SEDAN,16,110000,4.0,BRANCO,4
20491,ELANTRA,2016,SEDAN,16,50051,4.0,CINZA,4
25729,ELANTRA,2017,SEDAN,16,56378,4.0,PRATA,4
27946,ELANTRA,2014,SEDAN,16,102152,4.0,BRANCO,4
23239,ELANTRA,2011,SEDAN,16,137213,4.0,CINZA,4
17158,ELANTRA,2013,SEDAN,16,117500,4.0,CINZA,4
30038,ELANTRA,2018,SEDAN,16,60000,4.0,BRANCO,4
14740,ELANTRA,2012,SEDAN,18,129000,4.0,AZUL,11
16621,ELANTRA,2014,SEDAN,18,105600,4.0,VERMELHO ESCURO,0
14113,ELANTRA,2012,SEDAN,18,135456,4.0,BRANCO,12
27598,ELANTRA,2016,SEDAN,2,41000,4.0,BRANCO,8
18531,ELANTRA,2011,SEDAN,16,165845,4.0,PRATA,4
28222,ELANTRA,2016,SEDAN,2,71200,4.0,PRATA,12
11917,ELANTRA,2013,SEDAN,18,80000,4.0,CINZA,12
17562,ELANTRA,2017,SEDAN,2,44000,4.0,PRETO,6
20266,ELANTRA,2012,SEDAN,16,98252,4.0,CINZA,4
18531,ELANTRA,2011,SEDAN,16,89323,4.0,PRATA,4
19679,ELANTRA,2011,SEDAN,16,133783,4.0,CINZA,4
27654,ELANTRA,2015,SEDAN,16,104674,4.0,PRATA,4
4547,ELANTRA,2017,SEDAN,2,115974,4.0,BRANCO,12
11368,ELANTRA,2007,SEDAN,16,122587,4.0,PRATA,4
25889,ELANTRA,2014,SEDAN,16,147957,4.0,BRANCO,4
26475,ELANTRA,2013,SEDAN,16,94415,4.0,PRETO,4
17249,ELANTRA,2011,SEDAN,18,177600,4.0,BRANCO,9
19444,ELANTRA,2015,SEDAN,18,96000,4.0,PRATA,16
18500,ELANTRA,2014,SEDAN,16,179664,4.0,PRATA,4
33076,ELANTRA,2018,SEDAN,16,41523,4.0,AZUL,4
18503,ELANTRA,2016,SEDAN,16,33091,4.0,PRATA,4
18189,ELANTRA,2013,SEDAN,18,115200,4.0,CINZA,6
20266,ELANTRA,2011,SEDAN,16,94910,4.0,PRATA,4
21326,ELANTRA,2016,SEDAN,2,67000,4.0,PRETO,12
27356,ELANTRA,2016,SEDAN,0,65004,4.0,BRANCO,4
13476,ELANTRA,2010,SEDAN,16,132967,4.0,CINZA,4
15681,ELANTRA,2014,SEDAN,18,149000,4.0,CINZA,10
19130,ELANTRA,2014,SEDAN,16,142495,4.0,BRANCO,4
4547,ELANTRA,2017,SEDAN,2,115974,4.0,BRANCO,12
25889,ELANTRA,2016,SEDAN,16,63276,4.0,BRANCO,4
20005,ELANTRA,2012,SEDAN,16,104997,4.0,BRANCO,4
15681,ELANTRA,2014,SEDAN,18,95000,4.0,AZUL,0
20005,ELANTRA,2011,SEDAN,16,94479,4.0,VERMELHO,4
24709,ELANTRA,2014,SEDAN,16,133480,4.0,BRANCO,4
20005,ELANTRA,2011,SEDAN,16,106616,4.0,PRETO,4
14454,ELANTRA,2012,SEDAN,16,149935,4.0,PRETO,4
15423,ELANTRA,2010,SEDAN,16,80861,4.0,PRATA,4
15681,ELANTRA,2012,SEDAN,18,236800,4.0,PRETO,6
19429,ELANTRA,2012,SEDAN,18,186560,4.0,CINZA,6
18000,ELANTRA,2014,COUPE,2,100000,4.0,PRETO,12
36137,ELANTRA,2018,SEDAN,16,47181,4.0,PRATA,4
20071,ELANTRA,2016,SEDAN,16,72507,4.0,PRETO,4
1254,ELANTRA,2014,SEDAN,18,0,4.0,CINZA,12
18240,ELANTRA,2010,SEDAN,16,52418,4.0,BRANCO,4
9095,ELANTRA,2013,SEDAN,18,160000,4.0,PRATA,8
2195,ELANTRA,2011,JEEP,18,308501,4.0,AZUL,12
51523,ELANTRA,2017,SEDAN,2,17013,4.0,CINZA,4
20266,ELANTRA,2012,SEDAN,16,88288,4.0,BRANCO,4
16465,ELANTRA,2014,SEDAN,16,122518,4.0,PRATA,4
16778,ELANTRA,2012,SEDAN,16,41279,4.0,BRANCO,4
12585,ELANTRA,2007,SEDAN,16,126184,4.0,PRATA,4
26017,ELANTRA,2017,SEDAN,16,107220,4.0,BRANCO,4
29711,ELANTRA,2011,SEDAN,16,45898,4.0,BRANCO,4
19130,ELANTRA,2014,SEDAN,16,142495,4.0,BRANCO,4
1019,ELANTRA,2017,SEDAN,16,25635,4.0,PRETO,12
21395,ELANTRA,2016,SEDAN,16,144889,4.0,BRANCO,4
20005,ELANTRA,2012,SEDAN,16,75300,4.0,PRETO,4
25032,ELANTRA,2017,COUPE,16,22607,4.0,BRANCO,4
4391,ELANTRA,2014,SEDAN,18,138838,4.0,PRATA,12
20209,ELANTRA,2012,SEDAN,16,108900,4.0,PRATA,4
14426,ELANTRA,2012,SEDAN,18,113600,4.0,BRANCO,6
11704,ELANTRA,2007,SEDAN,16,114540,4.0,PRATA,4
28241,ELANTRA,2014,SEDAN,16,80856,4.0,CINZA,4
24462,ELANTRA,2017,SEDAN,2,60000,4.0,BRANCO,8
20005,ELANTRA,2012,SEDAN,16,132421,4.0,PRATA,4
12544,ELANTRA,2011,SEDAN,18,152000,4.0,PRATA,8
25889,ELANTRA,2014,SEDAN,16,102000,4.0,BRANCO,4
17227,ELANTRA,2016,SEDAN,16,49068,4.0,BRANCO,4
15866,ELANTRA,2010,SEDAN,16,121263,4.0,PRETO,4
1725,ELANTRA,2014,SEDAN,18,107155,4.0,PRETO,12
25299,ELANTRA,2016,SEDAN,16,79845,4.0,BRANCO,4
18817,ELANTRA,2014,SEDAN,18,53000,4.0,PRATA,8
9408,ELANTRA,2013,JEEP,18,207606,4.0,CINZA,12
19121,ELANTRA,2013,SEDAN,16,163000,4.0,BRANCO,4
16571,ELANTRA,2010,SEDAN,16,51994,4.0,PRATA,4
18817,ELANTRA,2017,SEDAN,2,105600,4.0,BRANCO,8
19736,ELANTRA,2016,SEDAN,16,37405,4.0,BRANCO,4
12585,ELANTRA,2010,SEDAN,16,128965,4.0,BRANCO,4
25889,ELANTRA,2016,SEDAN,16,79420,4.0,AZUL,4
18826,ELANTRA,2012,SEDAN,16,108042,4.0,CINZA,4
23834,ELANTRA,2014,SEDAN,16,60000,4.0,PRETO,6
18240,ELANTRA,2010,SEDAN,16,52418,4.0,BRANCO,4
18817,ELANTRA,2016,SEDAN,2,71191,4.0,BRANCO,7
8467,ELANTRA,2013,SEDAN,18,126000,4.0,CINZA,10
19416,ELANTRA,2011,SEDAN,16,159381,4.0,BRANCO,4
15612,ELANTRA,2011,SEDAN,16,120000,4.0,CINZA,4
2430,ELANTRA,2016,SEDAN,2,89747,4.0,PRATA,12
33575,ELANTRA,2018,SEDAN,16,53871,4.0,BRANCO,4
11368,ELANTRA,2007,SEDAN,16,117771,4.0,PRATA,4
25591,ELANTRA,2013,SEDAN,16,48088,4.0,CINZA,4
17249,ELANTRA,2014,SEDAN,18,88000,4.0,CINZA,8
14454,ELANTRA,2012,SEDAN,16,149935,4.0,PRETO,4
17876,ELANTRA,2013,SEDAN,18,156800,4.0,AZUL,12
21953,ELANTRA,2017,SEDAN,2,38400,4.0,VERMELHO,6
6272,ELANTRA,2012,SEDAN,18,149000,4.0,PRETO,12
20149,ELANTRA,2011,SEDAN,16,136292,4.0,BRANCO,4
17249,ELANTRA,2016,SEDAN,18,78000,4.0,PRATA,10
20005,ELANTRA,2012,SEDAN,16,143567,4.0,PRATA,4
1333,ELANTRA,2013,SEDAN,18,267010,4.0,BRANCO,12
18531,ELANTRA,2011,SEDAN,16,165845,4.0,PRATA,4
5331,ELANTRA,2014,HATCHBACK,2,179219,4.0,VERMELHO,12
27946,ELANTRA,2016,SEDAN,16,55446,4.0,CINZA,4
21181,ELANTRA,2011,SEDAN,16,79570,4.0,PRATA,4
16308,ELANTRA,2012,SEDAN,18,195200,4.0,PRETO,12
11368,ELANTRA,2007,SEDAN,16,151382,4.0,PRATA,4
11886,ELANTRA,2011,SEDAN,16,113660,4.0,CINZA,4
20005,ELANTRA,2011,SEDAN,16,126100,4.0,PRATA,4
27654,ELANTRA,2015,SEDAN,16,33355,4.0,PRATA,4
17562,ELANTRA,2012,SEDAN,18,122000,4.0,PRETO,8
12980,ELANTRA,2012,SEDAN,16,187500,4.0,PRETO,4
32929,ELANTRA,2018,SEDAN,16,54865,4.0,CINZA,4
19384,ELANTRA,2011,SEDAN,16,127983,4.0,CINZA,4
19757,ELANTRA,2015,SEDAN,18,76800,4.0,AZUL,12
2800,ELANTRA,1999,SEDAN,2,1111,4.0,PRATA,4
27654,ELANTRA,2015,SEDAN,16,11261,4.0,BRANCO,4
22580,ELANTRA,2016,SEDAN,2,52000,4.0,PRETO,0
32929,ELANTRA,2018,SEDAN,16,54865,4.0,CINZA,4
17876,ELANTRA,2014,SEDAN,18,155360,4.0,CINZA,6
28830,ELANTRA,2014,SEDAN,16,83147,4.0,BRANCO,4
3763,ELANTRA,2014,SEDAN,18,110685,4.0,BRANCO,12
20385,ELANTRA,2017,SEDAN,2,89000,4.0,AZUL,6
19384,ELANTRA,2011,SEDAN,16,124892,4.0,BRANCO,4
25591,ELANTRA,2013,SEDAN,16,48088,4.0,CINZA,4
20266,ELANTRA,2014,SEDAN,16,138598,4.0,BRANCO,4
34877,ELANTRA,2016,SEDAN,18,70220,4.0,PRATA,4
31581,ELANTRA,2018,SEDAN,16,52000,4.0,VERMELHO,4
17158,ELANTRA,2013,SEDAN,16,117500,4.0,CINZA,4
19679,ELANTRA,2011,SEDAN,16,133783,4.0,CINZA,4
20005,ELANTRA,2012,SEDAN,16,147718,4.0,PRATA,4
15210,ELANTRA,2020,SEDAN,2,25038,4.0,CINZA,12
8643,ELANTRA,2007,SEDAN,16,120455,4.0,PRATA,4
19000,ELANTRA,2013,HATCHBACK,18,96500,4.0,CINZA,6
16160,ELANTRA,2012,SEDAN,16,68976,4.0,BRANCO,4
14834,ELANTRA,2010,SEDAN,16,87640,4.0,CINZA,4
19416,ELANTRA,2011,SEDAN,16,141799,4.0,BRANCO,4
11604,ELANTRA,2011,SEDAN,16,51211,4.0,PRETO,4
2117,ELANTRA,2016,SEDAN,18,104270,4.0,BRANCO,12
1019,ELANTRA,2017,SEDAN,16,25635,4.0,PRETO,12
19416,ELANTRA,2012,SEDAN,16,113516,4.0,PRETO,4
15681,ELANTRA,2017,SEDAN,2,60659,4.0,PRETO,12
16308,ELANTRA,2011,SEDAN,18,0,4.0,CINZA,12
16894,ELANTRA,2011,SEDAN,16,104090,4.0,BRANCO,4
1333,ELANTRA,2015,SEDAN,18,64723,4.0,VERMELHO,12
19121,ELANTRA,2013,SEDAN,16,78633,4.0,CINZA,4
18240,ELANTRA,2010,SEDAN,16,123594,4.0,PRATA,4
18240,ELANTRA,2011,SEDAN,16,119921,4.0,CINZA,4
15336,ELANTRA,2015,SEDAN,16,37509,4.0,BRANCO,4
10381,ELANTRA,2008,SEDAN,16,133749,4.0,AZUL,4
12585,ELANTRA,2007,SEDAN,16,126184,4.0,PRATA,4
21395,ELANTRA,2016,SEDAN,16,138241,4.0,CINZA,4
18679,ELANTRA,2013,SEDAN,16,130000,4.0,BRANCO,4
27654,ELANTRA,2015,SEDAN,16,87521,4.0,BRANCO,4
15132,ELANTRA,2010,SEDAN,16,103149,4.0,PRATA,4
10976,ELANTRA,2014,SEDAN,16,75000,4.0,PRATA,4
1490,ELANTRA,2015,SEDAN,18,178686,4.0,PRATA,12
1254,ELANTRA,2012,SEDAN,2,219773,4.0,AZUL,12
3450,ELANTRA,2015,SEDAN,2,125890,4.0,MARROM,12
16308,ELANTRA,2014,SEDAN,18,110000,4.0,VERMELHO ESCURO,8
18826,ELANTRA,2012,SEDAN,16,116891,4.0,BRANCO,4
26657,ELANTRA,2017,SEDAN,2,70000,4.0,PRETO,6
17876,ELANTRA,2012,SEDAN,18,80000,4.0,BRANCO,6
15994,ELANTRA,2013,SEDAN,18,45000,4.0,PRATA,8
21953,ELANTRA,2016,SEDAN,18,69000,16.0,PRATA,16
18503,ELANTRA,2016,SEDAN,16,29864,4.0,PRATA,4
12544,ELANTRA,2011,SEDAN,18,163200,4.0,VERMELHO ESCURO,12
18503,ELANTRA,2016,SEDAN,16,31151,4.0,PRATA,4
20266,ELANTRA,2012,SEDAN,16,83198,4.0,PRETO,4
