Preco_Seguro,Fabricante,Modelo,Ano,Categoria,Interior_Couro,Tipo_Combustivel,Volume_Motor,Quilometragem,Cilindros,Tipo_Cambio,Tracao_Rodas,Portas,Rodas,Cor,Airbag
32929,MITSUBISHI,L 200,2007,JEEP,NÃO,DIESEL,25,135000,4.0,MANUAL,4x4,04,ESQUERDA,BRANCO,2
21326,LEXUS,CT 200H,2012,HATCHBACK,SIM,HIBRIDO,18,98000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO ESCURO,10
14740,FORD,FUSION,2016,SEDAN,NÃO,GASOLINA,25,41000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,CINZA,12
41387,HYUNDAI,H1,2016,MINIVAN,SIM,DIESEL,25,110189,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
7840,FORD,TRANSIT CONNECT,2004,GOODS WAGON,NÃO,DIESEL,18,235000,4.0,MANUAL,FRENTE,04,ESQUERDA,BRANCO,4
19444,SUBARU,XV,2015,JEEP,SIM,GASOLINA,2,250005,4.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
14113,SUBARU,FORESTER,2011,JEEP,NÃO,GASOLINA,25,118500,4.0,TIPTRONIC,4x4,04,ESQUERDA,CINZA,6
10036,BMW,X5,2011,JEEP,SIM,DIESEL,3,207694,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
15210,FORD,TRANSIT,2010,GOODS WAGON,NÃO,DIESEL,22,285000,4.0,MANUAL,FRENTE,04,ESQUERDA,BRANCO,2
16621,TOYOTA,PRIUS,2011,SEDAN,NÃO,HIBRIDO,18,284800,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,8
10663,TOYOTA,PRIUS,2008,HATCHBACK,SIM,HIBRIDO,15,212465,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,MARROM,8
13172,TOYOTA,AQUA G SOFT LEATHER SELE,2013,HATCHBACK,SIM,HIBRIDO,15,130000,4.0,VARIADO,FRENTE,04,DIREITA,VERMELHO,8
7840,HONDA,CR-V,2000,JEEP,NÃO,GASOLINA,2,213000,4.0,AUTOMATICO,4x4,04,DIREITA,PRATA,6
9408,OPEL,MERIVA,2006,HATCHBACK,NÃO,DIESEL,13,180000,4.0,MANUAL,FRENTE,04,ESQUERDA,VERDE,8
54882,TOYOTA,RAV 4,2016,JEEP,NÃO,GASOLINA,25,188800,4.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,4
12544,NISSAN,ELGRAND,1999,MINIVAN,NÃO,GASOLINA,35,150000,6.0,TIPTRONIC,TRASEIRA,04,DIREITA,BEGE,12
8467,NISSAN,TIIDA,2007,HATCHBACK,SIM,GASOLINA,15,105000,4.0,VARIADO,FRENTE,04,DIREITA,PRATA,4
58507,HYUNDAI,TUCSON,2018,JEEP,SIM,DIESEL,17,29709,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
53317,TOYOTA,AQUA,2015,HATCHBACK,SIM,GASOLINA,15,28000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
1646,MERCEDES-BENZ,E 350,2012,SEDAN,SIM,DIESEL,35,240987,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
3293,TOYOTA,PRIUS,2013,HATCHBACK,SIM,HIBRIDO,15,153235,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,12
42987,HYUNDAI,SONATA,2015,SEDAN,SIM,GASOLINA,2,52878,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
17876,TOYOTA,PRIUS V,2012,HATCHBACK,SIM,HIBRIDO,18,14136,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,8
24462,CHEVROLET,MALIBU,2016,SEDAN,NÃO,GASOLINA,15,73450,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,BRANCO,12
9722,HONDA,FIT,2006,HATCHBACK,NÃO,GASOLINA,15,185000,4.0,MANUAL,FRENTE,04,DIREITA,BRANCO,2
20266,HYUNDAI,ELANTRA,2012,SEDAN,SIM,GASOLINA,16,160156,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
7840,KIA,SORENTO,2003,JEEP,NÃO,GASOLINA,24,167000,4.0,MANUAL,4x4,04,ESQUERDA,CINZA,2
10036,HYUNDAI,SONATA,2016,SEDAN,SIM,LPG,2,520461,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,LARANJA,4
8781,MITSUBISHI,PAJERO IO,2000,JEEP,NÃO,GASOLINA,2,158000,4.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,2
8467,FORD,TRANSIT CONNECT,2003,GOODS WAGON,NÃO,DIESEL,18,230000,4.0,MANUAL,FRENTE,02,ESQUERDA,BRANCO,4
10192,BMW,114,2018,SEDAN,SIM,GASOLINA,2,38282,4.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,12
13000,KIA,OPTIMA,2013,SEDAN,SIM,GASOLINA,2,0,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,0
7213,TOYOTA,CAMRY,2013,SEDAN,SIM,HIBRIDO,25,131400,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,AZUL,12
33243,HYUNDAI,TUCSON,2016,JEEP,SIM,DIESEL,17,110000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
8781,SUBARU,FORESTER,2002,HATCHBACK,NÃO,LPG,20,100000,4.0,AUTOMATICO,4x4,04,DIREITA,PRATA,8
31831,LEXUS,RX 400,2008,JEEP,SIM,HIBRIDO,33,175000,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
40340,SSANGYONG,REXTON,2016,JEEP,SIM,DIESEL,22,146978,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
56509,HONDA,CIVIC,2018,SEDAN,SIM,GASOLINA,2,17741,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
17923,CHEVROLET,MALIBU,2012,SEDAN,SIM,GASOLINA,2,124590,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
8938,FORD,C-MAX,2012,HATCHBACK,NÃO,HIBRIDO,2,144000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,6
29793,BMW,535,2010,SEDAN,SIM,GASOLINA,30,179554,6.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,CINZA,6
3450,TOYOTA,CAMRY,2019,SEDAN,SIM,HIBRIDO,25,9626,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
6586,TOYOTA,PASSO,2008,HATCHBACK,NÃO,GASOLINA,1,112000,3.0,AUTOMATICO,FRENTE,04,DIREITA,AMARELO,4
10349,MERCEDES-BENZ,SPRINTER,2000,MICROBUS,NÃO,GASOLINA,32,100000,6.0,MANUAL,TRASEIRA,04,ESQUERDA,BRANCO,1
10663,BMW,320,2001,COUPE,NÃO,DIESEL,20,142000,4.0,MANUAL,TRASEIRA,02,ESQUERDA,AZUL,4
15210,TOYOTA,AQUA,2014,HATCHBACK,NÃO,HIBRIDO,15,139000,4.0,VARIADO,FRENTE,04,DIREITA,BRANCO,2
46101,LEXUS,ES 300,2014,SEDAN,SIM,HIBRIDO,25,77000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,12
14113,FORD,TRANSIT,2000,GOODS WAGON,NÃO,DIESEL,25,190000,4.0,MANUAL,TRASEIRA,04,ESQUERDA,BRANCO,6
9722,FORD,FOCUS,2014,SEDAN,NÃO,GASOLINA,2,105000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,6
14426,KIA,SPORTAGE,2012,JEEP,SIM,DIESEL,20,65000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,BRANCO,5
9252,HYUNDAI,SONATA,2015,SEDAN,SIM,LPG,2,595426,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,LARANJA,4
10036,BMW,320 DIESEL,2002,SEDAN,NÃO,DIESEL,20,280000,4.0,MANUAL,TRASEIRA,04,ESQUERDA,PRETO,8
10976,TOYOTA,VITZ,2005,HATCHBACK,NÃO,GASOLINA,15,121000,4.0,MANUAL,FRENTE,04,DIREITA,PRATA,2
17249,HONDA,CR-V,2005,JEEP,NÃO,GASOLINA,24,118000,4.0,AUTOMATICO,4x4,04,ESQUERDA,PRATA,6
34811,LEXUS,RX 450,2016,JEEP,SIM,HIBRIDO,35,0,6.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,12
8467,BMW,318 ᲡᲐᲡᲬᲠᲐᲤᲝᲓ,2002,COUPE,SIM,GASOLINA,18,95000,4.0,MANUAL,TRASEIRA,02,ESQUERDA,PRETO,4
7840,ISUZU,RODEO,2000,JEEP,NÃO,GASOLINA,32,331000,6.0,AUTOMATICO,4x4,04,ESQUERDA,VERMELHO ESCURO,6
25810,HYUNDAI,SANTA FE,2012,JEEP,SIM,DIESEL,2,196764,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
5175,TOYOTA,COROLLA,2014,SEDAN,SIM,GASOLINA,18,196010,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,12
3136,TOYOTA,CAMRY,2012,SEDAN,SIM,HIBRIDO,25,159379,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
15053,HONDA,INSIGHT,2009,SEDAN,NÃO,LPG,13,173102,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,BRANCO,8
12074,KIA,SPORTAGE,2020,SEDAN,SIM,GASOLINA,24,2741,4.0,AUTOMATICO,4x4,02,ESQUERDA,PRATA,12
24462,AUDI,A5,2009,COUPE,SIM,GASOLINA,32,100000,6.0,TIPTRONIC,4x4,02,ESQUERDA,PRETO,6
4500,VOLKSWAGEN,JETTA,1999,SEDAN,SIM,GASOLINA,2,252026,4.0,MANUAL,FRENTE,04,ESQUERDA,PRETO,4
40471,HYUNDAI,SANTA FE,2016,JEEP,SIM,DIESEL,2,142000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
9418,HYUNDAI,SONATA,2015,SEDAN,SIM,LPG,2,42875,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
36065,BMW,X6,2011,JEEP,SIM,GASOLINA,35,208000,6.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,12
31361,BMW,X5,2011,JEEP,SIM,DIESEL,3,192382,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRATA,0
9252,HYUNDAI,SONATA,2015,SEDAN,SIM,LPG,2,377240,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,LARANJA,4
3136,NISSAN,VERSA,2014,HATCHBACK,SIM,GASOLINA,16,72208,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
10036,HYUNDAI,SONATA,2014,SEDAN,SIM,LPG,2,430076,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
14269,HONDA,FIT SPORT,2009,HATCHBACK,NÃO,GASOLINA,15,198000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,AZUL,0
5018,AUDI,A4,2014,SEDAN,SIM,GASOLINA,2,81818,4.0,AUTOMATICO,4x4,04,ESQUERDA,AZUL,0
19601,TOYOTA,CAMRY SE,2014,SEDAN,SIM,GASOLINA,25,91468,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,8
4704,FORD,FUSION,2017,SEDAN,SIM,GASOLINA,15,74603,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
17876,HONDA,CR-V,2011,JEEP,NÃO,GASOLINA,24,120000,4.0,TIPTRONIC,4x4,04,ESQUERDA,CINZA,8
16766,CHEVROLET,CRUZE,2014,SEDAN,SIM,GASOLINA,18,78296,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
30734,TOYOTA,CAMRY,2013,SEDAN,SIM,HIBRIDO,25,65000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
7056,DAEWOO,LACETTI,2009,SEDAN,SIM,GASOLINA,16,52020,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
5018,MERCEDES-BENZ,E 350,2009,SEDAN,SIM,DIESEL,35,109139,6.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,PRETO,12
54458,HYUNDAI,SANTA FE,2016,JEEP,SIM,DIESEL,2,105645,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
23521,TOYOTA,PRIUS V,2013,MINIVAN,SIM,HIBRIDO,18,212000,4.0,VARIADO,FRENTE,04,ESQUERDA,BRANCO,10
39829,TOYOTA,CAMRY,2020,SEDAN,SIM,GASOLINA,25,4130,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
12513,KIA,CARNIVAL,2011,MINIVAN,SIM,DIESEL,22,100842,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
9408,HONDA,STEP WAGON PADA,2004,MINIVAN,NÃO,GASOLINA,2,330000,4.0,AUTOMATICO,FRENTE,02,DIREITA,BRANCO,2
11290,TOYOTA,TUNDRA,2016,JEEP,SIM,GASOLINA,57,54875,8.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,CINZA,12
17249,CHEVROLET,CRUZE,2014,SEDAN,NÃO,GASOLINA,14,170000,4.0,MANUAL,FRENTE,04,ESQUERDA,BRANCO,10
15053,TOYOTA,AQUA,2013,HATCHBACK,NÃO,HIBRIDO,15,186000,4.0,AUTOMATICO,FRENTE,04,DIREITA,PRATA,0
5959,LEXUS,CT 200H,2011,HATCHBACK,SIM,HIBRIDO,18,122302,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,0
5488,TOYOTA,CAMRY,2014,SEDAN,SIM,HIBRIDO,25,109798,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
11274,HYUNDAI,ELANTRA,2010,SEDAN,SIM,GASOLINA,16,198425,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
21000,VOLKSWAGEN,JETTA,2015,SEDAN,SIM,GASOLINA,18,67000,4.0,TIPTRONIC,FRENTE,04,DIREITA,PRETO,12
28532,HYUNDAI,ELANTRA,2016,SEDAN,SIM,GASOLINA,16,94401,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
18189,DODGE,DART GT 2.4,2015,SEDAN,SIM,GASOLINA,24,48000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
10976,TOYOTA,PRIUS,2008,SEDAN,SIM,HIBRIDO,15,241885,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,6
4704,OPEL,VECTRA B,1996,HATCHBACK,NÃO,GASOLINA,18,260000,4.0,MANUAL,FRENTE,04,ESQUERDA,VERDE,2
12607,TOYOTA,AQUA,2012,HATCHBACK,SIM,GASOLINA,15,157160,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,AZUL,4
9095,HONDA,CR-V,2002,JEEP,SIM,CNG,2,187000,4.0,MANUAL,4x4,04,DIREITA,PRATA,8
3058,DODGE,CHALLENGER,2013,COUPE,SIM,GASOLINA,36,232853,6.0,AUTOMATICO,TRASEIRA,02,ESQUERDA,PRETO,12
6899,HONDA,STREAM,2004,MINIVAN,NÃO,GASOLINA,17,0,4.0,AUTOMATICO,FRENTE,04,DIREITA,PRATA,4
36065,FORD,TRANSIT,2014,MICROBUS,NÃO,DIESEL,22,142256,4.0,MANUAL,TRASEIRA,04,ESQUERDA,BRANCO,2
10036,HYUNDAI,SONATA,2014,SEDAN,SIM,LPG,2,325829,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
10986,HYUNDAI,ELANTRA,2007,SEDAN,SIM,GASOLINA,16,129080,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
6272,OPEL,ASTRA,1998,GOODS WAGON,NÃO,DIESEL,20,300000,4.0,MANUAL,FRENTE,04,ESQUERDA,VERMELHO ESCURO,4
39829,LEXUS,GX 460,2010,JEEP,SIM,GASOLINA,46,155821,8.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
3920,CHEVROLET,EQUINOX,2014,JEEP,SIM,GASOLINA,24,179995,4.0,AUTOMATICO,4x4,04,ESQUERDA,AZUL,12
9879,TOYOTA,PRIUS,2018,SEDAN,SIM,HIBRIDO,18,0,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
3450,ACURA,TLX,2015,SEDAN,SIM,GASOLINA,24,83099,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
15681,TOYOTA,IST,2011,HATCHBACK,NÃO,GASOLINA,18,99000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,0
29087,HYUNDAI,H1,2014,MINIVAN,SIM,DIESEL,25,152000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
3607,FORD,ESCAPE,2011,JEEP,SIM,HIBRIDO,25,168966,4.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,0
10349,BMW,X5,2014,JEEP,SIM,DIESEL,3,0,6.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
22357,SSANGYONG,ACTYON,2011,JEEP,SIM,DIESEL,2,127654,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
31988,LEXUS,GX 460,2016,JEEP,SIM,GASOLINA,46,155976,8.0,AUTOMATICO,4x4,04,ESQUERDA,BRANCO,0
15470,NISSAN,MARCH,2013,HATCHBACK,SIM,GASOLINA,12,46000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
97219,LEXUS,GX 460,2015,JEEP,SIM,GASOLINA,46,44808,8.0,TIPTRONIC,4x4,04,ESQUERDA,PRATA,10
19974,HYUNDAI,ELANTRA,2012,SEDAN,SIM,GASOLINA,16,144757,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,4
15681,HYUNDAI,ELANTRA,2012,SEDAN,NÃO,GASOLINA,18,111104,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,0
3000,MERCEDES-BENZ,E 230,1997,SEDAN,NÃO,GASOLINA,22,111111,4.0,MANUAL,TRASEIRA,04,ESQUERDA,CINZA,0
14113,CHEVROLET,CRUZE,2012,SEDAN,NÃO,GASOLINA,14,156800,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,8
18776,HYUNDAI,ELANTRA,2015,SEDAN,SIM,DIESEL,16,51895,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
4861,FORD,FUSION,2014,SEDAN,SIM,HIBRIDO,2,124493,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,0
6272,LEXUS,GX 470,2013,JEEP,SIM,GASOLINA,46,202651,8.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,0
131716,TOYOTA,LAND CRUISER PRADO,2018,JEEP,SIM,DIESEL,30,59826,4.0,AUTOMATICO,4x4,04,ESQUERDA,PRETO,12
19121,HYUNDAI,ELANTRA,2011,SEDAN,SIM,GASOLINA,16,132742,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
43576,SSANGYONG,ACTYON,2016,JEEP,SIM,DIESEL,16,33261,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
33243,AUDI,A3 PREMIUM,2015,SEDAN,SIM,GASOLINA,18,38000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,CINZA,10
12544,TOYOTA,PRIUS,2016,SEDAN,SIM,HIBRIDO,15,296104,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,12
7213,FORD,TOURNEO CONNECT,2005,UNIVERSAL,NÃO,DIESEL,18,0,8.0,MANUAL,FRENTE,04,ESQUERDA,BRANCO,4
13799,HONDA,INSIGHT,2011,SEDAN,NÃO,HIBRIDO,13,144000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,AZUL,10
19874,SSANGYONG,KORANDO,2012,JEEP,SIM,DIESEL,2,179828,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
21953,TOYOTA,PRIUS,2015,HATCHBACK,SIM,HIBRIDO,18,57000,4.0,VARIADO,FRENTE,04,ESQUERDA,PRETO,9
18503,TOYOTA,PRIUS,2012,SEDAN,NÃO,HIBRIDO,18,176000,4.0,AUTOMATICO,FRENTE,04,DIREITA,PRATA,10
6586,MITSUBISHI,OUTLANDER,2003,JEEP,NÃO,CNG,24,156564,4.0,AUTOMATICO,4x4,04,ESQUERDA,AZUL,4
1333,HYUNDAI,SONATA,2011,SEDAN,SIM,HIBRIDO,24,142741,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,0
12544,HYUNDAI,SONATA,2015,SEDAN,SIM,LPG,2,609333,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,LARANJA,4
45473,HYUNDAI,KONA,2018,JEEP,NÃO,GASOLINA,2,1300,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,BRANCO,8
13000,LEXUS,IS 250,2012,SEDAN,SIM,GASOLINA,25,43000,4.0,AUTOMATICO,FRENTE,04,DIREITA,PRETO,6
9722,TOYOTA,CHR,2018,JEEP,SIM,GASOLINA,2,38712,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
17249,CHEVROLET,CRUZE LTZ,2011,SEDAN,SIM,DIESEL,20,126000,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,BRANCO,6
14113,TOYOTA,PRIUS,2011,SEDAN,NÃO,HIBRIDO,18,0,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,12
13015,HYUNDAI,ELANTRA,2013,SEDAN,NÃO,GASOLINA,18,78024,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,CINZA,6
18503,HYUNDAI,SONATA,2011,SEDAN,SIM,LPG,2,89000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,12
3607,TOYOTA,CAMRY,2012,SEDAN,SIM,HIBRIDO,25,156518,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
18531,HYUNDAI,ELANTRA,2011,SEDAN,SIM,GASOLINA,16,89323,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
45473,MERCEDES-BENZ,SPRINTER,2008,MICROBUS,SIM,DIESEL,23,12000,4.0,MANUAL,TRASEIRA,02,ESQUERDA,BRANCO,2
18503,HYUNDAI,ELANTRA,2016,SEDAN,SIM,LPG,16,31006,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
45473,TOYOTA,CAMRY,2019,SEDAN,SIM,GASOLINA,25,17300,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,12
26657,HYUNDAI,SONATA,2013,SEDAN,SIM,GASOLINA,24,127355,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,0
4547,HYUNDAI,ELANTRA,2017,SEDAN,SIM,GASOLINA,2,115974,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
11290,HYUNDAI,SONATA,2016,SEDAN,SIM,LPG,2,363661,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
10349,VOLKSWAGEN,PASSAT,2012,SEDAN,SIM,GASOLINA,25,185600,6.0,TIPTRONIC,FRENTE,04,ESQUERDA,VERMELHO ESCURO,8
14113,TOYOTA,PRIUS C,2012,HATCHBACK,NÃO,HIBRIDO,15,206000,4.0,VARIADO,FRENTE,04,ESQUERDA,BRANCO,4
14740,MERCEDES-BENZ,CLK 320 AMG,2004,COUPE,SIM,GASOLINA,32,226000,6.0,TIPTRONIC,TRASEIRA,02,ESQUERDA,PRETO,10
14113,HYUNDAI,ELANTRA,2014,SEDAN,NÃO,GASOLINA,18,176000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,DOURADO,6
9722,NISSAN,TIIDA,2005,HATCHBACK,SIM,GASOLINA,15,165000,4.0,AUTOMATICO,FRENTE,04,DIREITA,PRETO,2
12541,CHEVROLET,CRUZE,2016,SEDAN,SIM,DIESEL,16,32986,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
14500,KIA,OPTIMA,2011,SEDAN,SIM,GASOLINA,2,0,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,CINZA,0
29166,BMW,328,2014,SEDAN,SIM,GASOLINA,20,23302,4.0,TIPTRONIC,TRASEIRA,04,ESQUERDA,BRANCO,4
11604,BMW,730 3.0,2002,SEDAN,SIM,DIESEL,30,300000,8.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,PRATA,8
2901,KIA,OPTIMA,2013,SEDAN,SIM,GASOLINA,2,142661,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,12
10506,TOYOTA,ISIS,2007,MINIVAN,SIM,CNG,2,0,4.0,TIPTRONIC,FRENTE,04,DIREITA,PRETO,4
36379,TOYOTA,CAMRY,2016,SEDAN,SIM,GASOLINA,25,38400,4.0,TIPTRONIC,FRENTE,04,ESQUERDA,PRETO,6
14113,MERCEDES-BENZ,C 180,2000,SEDAN,SIM,GASOLINA,18,65865,4.0,MANUAL,TRASEIRA,04,ESQUERDA,CINZA,6
37633,BMW,X6,2009,JEEP,SIM,GASOLINA,48,85000,8.0,TIPTRONIC,4x4,04,ESQUERDA,PRETO,12
26196,HYUNDAI,H1,2010,MINIVAN,SIM,DIESEL,25,45780,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
18503,HONDA,INSIGHT,2014,HATCHBACK,NÃO,HIBRIDO,13,77000,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,8
5802,CHEVROLET,MATIZ,2010,SEDAN,SIM,GASOLINA,1,130089,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRETO,4
5370,MITSUBISHI,COLT,2003,SEDAN,NÃO,GASOLINA,15,175000,4.0,VARIADO,FRENTE,04,DIREITA,PRETO,2
36065,BMW,328,2016,SEDAN,SIM,GASOLINA,20,32000,4.0,AUTOMATICO,TRASEIRA,04,ESQUERDA,PRETO,10
65858,MERCEDES-BENZ,S 550,2014,SEDAN,SIM,GASOLINA,46,65000,8.0,TIPTRONIC,4x4,5,ESQUERDA,PRETO,10
5488,TOYOTA,CAMRY,2014,SEDAN,SIM,HIBRIDO,25,109798,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
1019,DODGE,RAM,2014,PICKUP,SIM,DIESEL,67,367053,6.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,12
11133,HYUNDAI,ELANTRA,2018,SEDAN,SIM,GASOLINA,2,40122,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,CINZA,12
14821,SSANGYONG,ACTYON,2010,SEDAN,SIM,DIESEL,2,152937,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,4
7066,CHEVROLET,CRUZE,2009,SEDAN,SIM,GASOLINA,18,67293,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,BRANCO,4
66482,HONDA,CIVIC,2017,COUPE,SIM,GASOLINA,15,16639,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,VERMELHO,4
10976,HYUNDAI,SANTA FE,2010,JEEP,SIM,DIESEL,22,91393,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
8154,OPEL,ASTRA,1999,UNIVERSAL,NÃO,CNG,16,21000,4.0,MANUAL,FRENTE,04,ESQUERDA,PRETO,4
10036,HYUNDAI,SONATA,2014,SEDAN,SIM,LPG,2,374141,4.0,AUTOMATICO,FRENTE,04,ESQUERDA,PRATA,4
15681,HYUNDAI,VELOSTER,2011,HATCHBACK,NÃO,GASOLINA,16,72000,4.0,TIPTRONIC,FRENTE,02,ESQUERDA,LARANJA,12
